event_id,season,season_num,event_name,location,country,team,finish_position,is_event_winner,notes
S4E13,2023-24,4,Season 4 Grand Final,San Francisco,USA,Canada,7,FALSE,
S4E13,2023-24,4,Season 4 Grand Final,San Francisco,USA,USA,8,FALSE,
S4E13,2023-24,4,Season 4 Grand Final,San Francisco,USA,Germany,9,FALSE,
S4E13,2023-24,4,Season 4 Grand Final,San Francisco,USA,Switzerland,10,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,New Zealand,1,TRUE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Australia,2,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Spain,3,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Great Britain,4,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,France,5,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Canada,6,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Germany,7,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,USA,8,FALSE,
S5E1,2024-25,5,Dubai Sail Grand Prix,Dubai,UAE,Denmark,9,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Australia,1,TRUE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,New Zealand,2,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Spain,3,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Great Britain,4,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,France,5,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Canada,6,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Germany,7,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,USA,8,FALSE,
S5E2,2024-25,5,New Zealand Sail Grand Prix,Auckland,New Zealand,Denmark,9,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Great Britain,1,TRUE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Australia,2,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,New Zealand,3,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Spain,4,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,France,5,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Canada,6,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Germany,7,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,USA,8,FALSE,
S5E3,2024-25,5,Australia Sail Grand Prix,Sydney,Australia,Denmark,9,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Canada,1,TRUE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Australia,2,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,New Zealand,3,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Spain,4,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Great Britain,5,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,France,6,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Germany,7,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,USA,8,FALSE,
S5E4,2024-25,5,United States Sail Grand Prix,Los Angeles,USA,Denmark,9,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Spain,1,TRUE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Australia,2,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,New Zealand,3,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Great Britain,4,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,France,5,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Canada,6,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Germany,7,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,USA,8,FALSE,
S5E5,2024-25,5,United States Sail Grand Prix,San Francisco,USA,Denmark,9,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Spain,1,TRUE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Australia,2,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,New Zealand,3,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Great Britain,4,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,France,5,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Canada,6,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Germany,7,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,USA,8,FALSE,
S5E7,2024-25,5,New York Sail Grand Prix,New York,USA,Denmark,9,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,New Zealand,1,TRUE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Australia,2,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Spain,3,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Great Britain,4,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,France,5,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Canada,6,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Germany,7,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,USA,8,FALSE,
S5E8,2024-25,5,Great Britain Sail Grand Prix,Portsmouth,Great Britain,Denmark,9,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,France,1,TRUE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Australia,2,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,New Zealand,3,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Spain,4,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Great Britain,5,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Canada,6,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Germany,7,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,USA,8,FALSE,
S5E9,2024-25,5,Germany Sail Grand Prix,Sassnitz,Germany,Denmark,9,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Great Britain,1,TRUE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Australia,2,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,New Zealand,3,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Spain,4,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,France,5,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Canada,6,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Germany,7,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,USA,8,FALSE,
S5E11,2024-25,5,France Sail Grand Prix,Saint-Tropez,France,Denmark,9,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Germany,1,TRUE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Australia,2,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,New Zealand,3,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Spain,4,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Great Britain,5,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,France,6,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Canada,7,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,USA,8,FALSE,
S5E12,2024-25,5,Switzerland Sail Grand Prix,Geneva,Switzerland,Denmark,9,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Great Britain,1,TRUE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Australia,2,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,New Zealand,3,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Spain,4,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,France,5,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Canada,6,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Germany,7,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,USA,8,FALSE,
S5E13,2024-25,5,Spain Sail Grand Prix,Cadiz,Spain,Denmark,9,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Great Britain,1,TRUE,Season 5 champion; first double crown (season + impact league)
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Australia,2,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,New Zealand,3,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Spain,4,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,France,5,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Canada,6,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Germany,7,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,USA,8,FALSE,
S5E14,2024-25,5,Season 5 Grand Final,Abu Dhabi,UAE,Denmark,9,FALSE,
